,Unnamed: 0,nm_uf,nm_micro,lng,lat
271,271,TOCANTINS,JALAPAO,-47.43204460818608,-8.836631598112358
272,272,SAO PAULO,JALES,-50.84665516132021,-20.225734949339387
273,273,MINAS GERAIS,JANAUBA,-43.16005749091948,-15.418796128467815
274,274,MINAS GERAIS,JANUARIA,-44.60202667117172,-15.35832394402437
275,275,SERGIPE,JAPARATUBA,-36.78112691049764,-10.539902144560507
276,276,AMAZONAS,JAPURA,-66.34826931474537,-1.920380432665116
277,277,MATO GROSSO,JAURU,-58.419751406464044,-15.474258731356148
278,278,SAO PAULO,JAU,-48.615923610816004,-22.304754092095948
279,279,BAHIA,JEQUIE,-40.037598277098496,-13.422073832755006
280,280,BAHIA,JEREMOABO,-38.20932129776854,-10.124243355910783
281,281,RONDÔNIA,JI-PARANA,-62.27726574773529,-10.78864971065191
282,282,SANTA CATARINA,JOACABA,-51.33213321096588,-27.01219599049077
283,283,SANTA CATARINA,JOINVILLE,-48.827375845661116,-26.343931206457228
284,284,PARAÍBA,JOAO PESSOA,-34.89761711078804,-7.118715649049925
285,285,BAHIA,JUAZEIRO,-41.05302193782525,-9.519404851869684
286,286,MINAS GERAIS,JUIZ DE FORA,-43.43135055323685,-21.76553042201756
287,287,SAO PAULO,JUNDIAI,-46.99957726059963,-23.153892997282487
288,288,AMAZONAS,JURUA,-69.33128181930526,-6.3281781808995925
289,289,RIO DE JANEIRO,LAGOS,-42.21764692611023,-22.81491922695601
290,290,RIO GRANDE DO SUL,LAJEADO-ESTRELA,-51.98680445674014,-29.374980465415664
291,291,PARANÁ,LAPA,-49.851349966794785,-25.710822544818825
292,292,MINAS GERAIS,LAVRAS,-44.94660791389303,-21.270314575266934
293,293,CEARÁ,LAVRAS DA MANGABEIRA,-38.85946066557461,-6.755484782835345
294,294,MARANHÃO,LENCOIS MARANHENSES,-42.95085748367524,-2.7747055090853547
295,295,SAO PAULO,LIMEIRA,-47.358657032626496,-22.51715828538753
296,296,ESPÍRITO SANTO,LINHARES,-40.221100643940176,-19.623721599286558
297,297,SAO PAULO,LINS,-49.753949329319155,-21.700190636467987
298,298,CEARÁ,LITORAL DE ARACATI,-37.69525080933909,-4.624632328035953
299,299,CEARÁ,LITORAL DE CAMOCIM E ACARAU,-40.51921236786654,-3.04725732193888
300,300,RIO GRANDE DO SUL,LITORAL LAGUNAR,-52.460203634258306,-32.46137620036292
301,301,RIO GRANDE DO NORTE,LITORAL NORDESTE,-35.57729224719625,-5.32870183297146
302,302,PARAÍBA,LITORAL NORTE,-35.08401410148375,-6.7564617512189615
303,303,ALAGOAS,LITORAL NORTE ALAGOANO,-35.28405460769757,-9.042585785717623
304,304,MARANHÃO,LITORAL OCIDENTAL MARANHENSE,-44.71804155847351,-2.0934411819715564
305,305,PIAUÍ,LITORAL PIAUIENSE,-41.648444123140564,-3.2424696409018017
306,307,RIO GRANDE DO NORTE,LITORAL SUL,-35.16508181037368,-6.302992122012415
307,308,BAHIA,LIVRAMENTO DO BRUMADO,-42.00250316298024,-13.563621142522244
308,309,PARANÁ,LONDRINA,-51.209501990675925,-23.3579654012612
309,310,RIO DE JANEIRO,MACACU-CACERIBU,-42.67062847185599,-22.593620599500785
310,311,AMAPA,MACAPA,-51.16359186497283,0.6359857392094863
311,312,RIO GRANDE DO NORTE,MACAU,-36.25769006792507,-5.150243919152072
312,313,RIO DE JANEIRO,MACAE,-41.78164272464286,-22.210593680343493
313,314,RIO GRANDE DO NORTE,MACAIBA,-35.360627821264195,-5.8412923336060505
314,315,ALAGOAS,MACEIO,-35.83255740932985,-9.591463071097602
315,316,AMAZONAS,MADEIRA,-60.3762576803508,-5.262907792783907
316,317,AMAZONAS,MANAUS,-59.8661312808591,-3.4079143324329624
317,318,MINAS GERAIS,MANHUACU,-42.03764236645486,-20.228635279822328
318,319,MINAS GERAIS,MANTENA,-41.197307214719466,-18.630878944448668
319,320,PARÁ,MARABA,-49.059239326007976,-5.532462718362954
320,321,PARANÁ,MARINGA,-51.928385943382786,-23.474358507936287
321,322,SAO PAULO,MARILIA,-49.93117196876104,-22.239588412690992
322,323,ALAGOAS,MATA ALAGOANA,-35.78541495398447,-9.216529145773473
323,324,PERNAMBUCO,MATA MERIDIONAL PERNAMBUCANA,-35.45072481614505,-8.662377967219008
324,325,PERNAMBUCO,MATA SETENTRIONAL PERNAMBUCANA,-35.18766760665268,-7.655420855806647
325,326,AMAPA,MAZAGAO,-51.885669631814224,-0.5685829636262022
326,327,GOIÁS,MEIA PONTE,-49.336711760988635,-17.857269214796506
327,328,CEARÁ,MERUOCA,-40.49425681556789,-3.5810742115086183
328,329,TOCANTINS,MIRACEMA DO TOCANTINS,-48.93495859826218,-8.929863603411095
329,330,SAO PAULO,MOJI DAS CRUZES,-46.204981026610746,-23.515251289514328
330,331,SAO PAULO,MOJI-MIRIM,-47.003854647964594,-22.453517842307004
331,332,ESPÍRITO SANTO,MONTANHA,-40.359722926380684,-18.185016666241665
332,333,RIO GRANDE DO SUL,MONTENEGRO,-51.42513572733036,-29.50721766554912
333,334,MINAS GERAIS,MONTES CLAROS,-44.09898772776104,-16.254584113410107
334,335,RIO GRANDE DO NORTE,MOSSORO,-37.235123327838366,-5.121583221942236
335,336,MINAS GERAIS,MURIAE,-42.25463357827237,-20.874342875970754
336,337,MATO GROSSO,MEDIO ARAGUAIA,-52.0587595121244,-14.91961458670086
337,338,PERNAMBUCO,MEDIO CAPIBARIBE,-35.552410482345344,-7.857045867543718
338,339,CEARÁ,MEDIO CURU,-39.375669486173905,-3.8692465959269637
339,340,CEARÁ,MEDIO JAGUARIBE,-38.65136026834435,-5.810508311328999
340,341,MARANHÃO,MEDIO MEARIM,-44.86431167708525,-4.438264943735326
341,342,RIO GRANDE DO NORTE,MEDIO OESTE,-37.32845337545813,-5.705089837114961
342,343,PIAUÍ,MEDIO PARNAIBA PIAUIENSE,-42.69282768214376,-6.067810329328872
343,344,MINAS GERAIS,NANUQUE,-40.678770083921684,-17.370858542848392
344,345,RIO GRANDE DO NORTE,NATAL,-35.26688320588548,-5.692452127652593
345,346,SAO PAULO,NHANDEARA,-49.849124128491276,-20.785682091563128
346,347,RORAIMA,NORDESTE DE RORAIMA,-60.25534015814429,3.8031538047597855
347,348,MATO GROSSO,NORTE ARAGUAIA,-51.794244553260256,-11.25682518298464
348,349,SERGIPE,NOSSA SENHORA DAS DORES,-37.115390628095106,-10.363573828959561
349,350,MATO GROSSO DO SUL,NOVA ANDRADINA,-52.76378825593667,-22.014916097959528
350,351,RIO DE JANEIRO,NOVA FRIBURGO,-42.50804424599633,-22.19947587246216
351,352,ESPÍRITO SANTO,NOVA VENECIA,-40.51031795022855,-18.728324306222827
352,353,SAO PAULO,NOVO HORIZONTE,-49.35386149051922,-21.405758112681305
353,354,RIO GRANDE DO SUL,NAO-ME-TOQUE,-52.84960434026839,-28.56462841796899
354,355,AMAPA,OIAPOQUE,-51.60947503514863,3.3267471557444357
355,356,MINAS GERAIS,OLIVEIRA,-44.801091822122714,-20.83815190341853
356,357,SAO PAULO,OSASCO,-46.8771656833212,-23.486765724961185
357,358,RIO GRANDE DO SUL,OSORIO,-50.29715215836063,-30.013810180754124
358,359,SAO PAULO,OURINHOS,-49.55024191761816,-23.03726033169664
359,360,MINAS GERAIS,OURO PRETO,-43.56033612818836,-20.334366848016906
360,361,CEARÁ,PACAJUS,-38.495980825991346,-4.146016158190348
361,362,PERNAMBUCO,PAJEU,-37.69289319311281,-7.7161411177482595
362,363,PARANÁ,PALMAS,-52.15677035417154,-26.23984650517412
363,364,ALAGOAS,PALMEIRA DOS INDIOS,-36.60536292371671,-9.456974875970813
364,365,MINAS GERAIS,PARACATU,-46.321229017216226,-17.862240344608892
365,366,PARÁ,PARAGOMINAS,-47.89938613416231,-3.862990186991226
366,367,SAO PAULO,PARAIBUNA/PARAITINGA,-45.28882024114797,-23.223683993586945
367,368,PARANÁ,PARANAGUA,-48.54249417721837,-25.468556652486896
368,369,MATO GROSSO,PARANATINGA,-54.079059645905744,-13.505721912687344
369,370,PARANÁ,PARANAVAI,-52.728290675314405,-22.96235859001273
370,371,MATO GROSSO DO SUL,PARANAIBA,-51.497204686141366,-19.6965477077072
371,372,PARÁ,PARAUAPEBAS,-49.85684053087812,-6.235845266223115
372,373,MATO GROSSO,PARECIS,-59.14929072456121,-13.483207019388376
373,374,AMAZONAS,PARINTINS,-57.20495602790348,-3.228243616860047
374,375,MINAS GERAIS,PARA DE MINAS,-44.68526363245717,-19.7501536206828
375,376,RIO GRANDE DO SUL,PASSO FUNDO,-52.20166204932892,-28.239667385379768
376,377,MINAS GERAIS,PASSOS,-46.7203633563151,-20.571369500598315
377,378,PARANÁ,PATO BRANCO,-52.71637346555281,-25.999409712154986
378,379,PARAÍBA,PATOS,-37.244981188770076,-7.085164894520483
379,380,MINAS GERAIS,PATOS DE MINAS,-46.2090803577837,-18.94887110024408
380,381,MINAS GERAIS,PATROCINIO,-47.18681593199288,-18.793149588200976
381,382,RIO GRANDE DO NORTE,PAU DOS FERROS,-38.101111213705686,-6.114341561258006
382,383,BAHIA,PAULO AFONSO,-38.660627285179096,-9.17403346926324
383,384,MINAS GERAIS,PEDRA AZUL,-41.498760146345674,-16.151341658372548
384,385,RIO GRANDE DO SUL,PELOTAS,-52.37933810870843,-31.451374116718426
385,386,ALAGOAS,PENEDO,-36.58963919214949,-10.203058711567293
386,387,PERNAMBUCO,PETROLINA,-40.09127190488962,-8.837649851357114
387,388,MINAS GERAIS,PECANHA,-42.48273557437439,-18.2025228347896
388,389,PARAÍBA,PIANCO,-37.91082067025354,-7.243202400355346
389,390,PIAUÍ,PICOS,-41.63192857650808,-6.954526146164337
390,391,SAO PAULO,PIEDADE,-47.639946880933415,-23.783404421463214
391,392,MARANHÃO,PINDARE,-45.804197972034274,-3.9347846725329614
392,393,PIAUÍ,PIO IX,-40.895311902133756,-6.986405194023535
393,394,SAO PAULO,PIRACICABA,-47.7543263911877,-22.743464399862404
394,395,MINAS GERAIS,PIRAPORA,-44.98755546242869,-17.069329671196392
395,396,SAO PAULO,PIRACUNUNGA,-47.262079981493464,-21.94641942377429
396,397,GOIÁS,PIRES DO RIO,-48.41956532302307,-16.991366311023846
397,398,PARANÁ,PITANGA,-51.954942553461905,-24.78056717954873
398,399,MINAS GERAIS,PIUI,-46.12439661853124,-20.154428893755192
399,400,PARANÁ,PONTA GROSSA,-50.05679430175393,-25.058450760557733
400,401,MINAS GERAIS,PONTE NOVA,-42.76044264166792,-20.27964272420629
401,402,GOIÁS,PORANGATU,-48.95103762590425,-13.952439179901715
402,403,PARANÁ,PORECATU,-51.231073308950656,-22.89089960637679
403,404,PARÁ,PORTEL,-50.856794811757716,-1.72553361100222
404,405,RIO GRANDE DO SUL,PORTO ALEGRE,-51.04603948373738,-29.95472672507945
405,406,MARANHÃO,PORTO FRANCO,-47.137907994540434,-6.677451009116775
406,407,TOCANTINS,PORTO NACIONAL,-48.197057559848716,-9.757223267111712
407,408,BAHIA,PORTO SEGURO,-39.692879371931134,-17.105032956822043
408,409,RONDÔNIA,PORTO VELHO,-63.902,-8.76183
409,410,MINAS GERAIS,POUSO ALEGRE,-46.091786798043024,-22.458928141571874
410,411,MINAS GERAIS,POCOS DE CALDAS,-46.464024976717866,-22.00191871529108
411,412,MARANHÃO,PRESIDENTE DUTRA,-44.266235707645215,-5.33022741280586
412,413,SAO PAULO,PRESIDENTE PRUDENTE,-51.60014152025934,-22.159512326781197
413,414,MATO GROSSO,PRIMAVERA DO LESTE,-54.698530226743536,-15.480507795248101
414,415,SERGIPE,PROPRIA,-36.73762309258731,-10.286465560164082
415,416,PARANÁ,PRUDENTOPOLIS,-50.74850143076006,-25.2043347249028
416,417,AMAZONAS,PURUS,-65.38701188036492,-7.116818158270313
417,418,GOIÁS,QUIRINOPOLIS,-50.83204448093256,-18.80889333420895
418,419,PERNAMBUCO,RECIFE,-35.062039856021336,-8.055091917032325
419,420,PARÁ,REDENCAO,-49.33452285153857,-6.872630640108457
420,421,SAO PAULO,REGISTRO,-47.77893949909627,-24.52553780210545
421,422,RIO GRANDE DO SUL,RESTINGA SECA,-53.430620750538026,-29.68277200435333
422,423,BAHIA,RIBEIRA DO POMBAL,-38.357617244446224,-10.830396958711027
423,424,SAO PAULO,RIBEIRAO PRETO,-47.81445371024029,-21.2382935965104
424,425,ACRE,RIO BRANCO,-67.58418341260115,-9.997214968845817
425,426,SAO PAULO,RIO CLARO,-47.780637412967614,-22.313826680124173
426,427,RIO DE JANEIRO,RIO DE JANEIRO,-43.11641785068644,-22.731789692077516
427,428,SANTA CATARINA,RIO DO SUL,-49.80010851691162,-27.096282464134067
428,429,TOCANTINS,RIO FORMOSO,-49.791140546816855,-11.376940189168346
429,430,AMAZONAS,RIO NEGRO,-65.94044674802171,0.6011174310012726
430,431,PARANÁ,RIO NEGRO,-49.45962028181602,-26.023312821964986
431,432,AMAZONAS,RIO PRETO DA EVA,-59.87789821608671,-1.8570420496725824
432,433,GOIÁS,RIO VERMELHO,-50.70754605501504,-15.587183886540554
433,434,MATO GROSSO,RONDONOPOLIS,-54.673729367414076,-16.45904559251691
434,435,MARANHÃO,ROSARIO,-44.10912180921092,-2.924822927403989
435,436,MATO GROSSO,ROSARIO OESTE,-56.45406605753315,-15.133965811421465
436,437,PARÁ,SALGADO,-47.76715716906337,-0.8137058355159053
437,438,PERNAMBUCO,SALGUEIRO,-39.10435303121596,-8.025920293713037
438,439,MINAS GERAIS,SALINAS,-42.128912508057155,-15.748075127183414
439,440,BAHIA,SALVADOR,-38.47544798615292,-12.807442497198664
440,441,RIO GRANDE DO SUL,SANANDUVA,-51.658149096748474,-27.812161087525922
441,442,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,-52.64912155721058,-29.486031718494463
442,443,RIO GRANDE DO SUL,SANTA MARIA,-54.17948483624385,-29.742950548577188
443,444,BAHIA,SANTA MARIA DA VITORIA,-44.35736895622346,-13.426764483052594
444,445,RIO DE JANEIRO,SANTA MARIA MADALENA,-42.05008041986408,-22.006116346154567
445,446,CEARÁ,SANTA QUITERIA,-40.25528751157657,-4.352209930964167
446,447,MINAS GERAIS,SANTA RITA DO SAPUCAI,-45.66767967629226,-22.104300794465303
447,448,RIO GRANDE DO SUL,SANTA ROSA,-54.48030969400346,-27.765359073956862
448,449,ESPÍRITO SANTO,SANTA TERESA,-40.71836056113949,-19.916959456533775
449,450,ALAGOAS,SANTANA DO IPANEMA,-37.329882838846544,-9.487196846214296
450,451,PARÁ,SANTAREM,-54.700751401489846,-2.336556840686048
451,452,RIO GRANDE DO SUL,SANTIAGO,-54.24911550041702,-29.18277441973925
452,453,BAHIA,SANTO ANTONIO DE JESUS,-39.02337624645303,-12.801863023369876
453,454,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,-42.09984391359467,-21.562668563033586
454,455,RIO GRANDE DO SUL,SANTO ANGELO,-54.61342631408166,-28.288250729594655
455,456,SAO PAULO,SANTOS,-46.27899966733405,-23.905947325000003
456,457,PARAÍBA,SAPE,-35.227388793486845,-7.142468102229216
457,458,BAHIA,SEABRA,-41.51234300822628,-12.847703722782883
458,459,ACRE,SENA MADUREIRA,-69.51045669025481,-9.374365485681924
459,460,BAHIA,SENHOR DO BONFIM,-40.34776107643799,-10.484903138426617
460,461,SERGIPE,SERGIPANA DO SERTAO DO SAO FRANCISCO,-37.485967867671754,-9.952652772427673
461,462,RIO GRANDE DO NORTE,SERIDO OCIDENTAL,-37.23730936153597,-6.507928586576179
462,463,PARAÍBA,SERIDO OCIDENTAL PARAIBANO,-36.88035397105596,-6.945395043690811
463,464,RIO GRANDE DO NORTE,SERIDO ORIENTAL,-36.63731417134379,-6.50151570919908
464,465,PARAÍBA,SERIDO ORIENTAL PARAIBANO,-36.406131201589616,-6.735740631138675
465,466,RIO GRANDE DO NORTE,SERRA DE SANTANA,-36.593606563351436,-6.029857505136403
466,467,RIO GRANDE DO NORTE,SERRA DE SAO MIGUEL,-38.38491828779824,-6.257598291938717
467,468,CEARÁ,SERRA DO PEREIRO,-38.33388883326,-5.893420044895098
468,469,PARAÍBA,SERRA DO TEIXEIRA,-37.69595023593565,-7.51500120671225
469,470,RIO DE JANEIRO,SERRANA,-42.962271885721066,-22.307066419452248
470,471,ALAGOAS,SERRANA DO SERTAO ALAGOANO,-37.7980913007186,-9.19851273275364
471,472,ALAGOAS,SERRANA DOS QUILOMBOS,-36.129363199043546,-9.171809525652447
472,473,RIO GRANDE DO SUL,SERRAS DO SUDESTE,-53.232964908326785,-31.029903919552478
473,474,BAHIA,SERRINHA,-39.298523953929475,-11.483554353407587
474,475,CEARÁ,SERTAO DE CRATEUS,-40.61389386443019,-5.166290574466641
475,476,CEARÁ,SERTAO DE INHAMUNS,-40.2520622763484,-6.201602747287993
476,477,CEARÁ,SERTAO DE QUIXERAMOBIM,-39.291932932093225,-4.979723167211898
477,478,CEARÁ,SERTAO DE SENADOR POMPEU,-39.46723826487346,-5.80727065069489
478,479,PERNAMBUCO,SERTAO DO MOXOTO,-37.58893044601585,-8.514865639781867
479,480,MINAS GERAIS,SETE LAGOAS,-44.05816895180176,-19.390378102569922
480,481,MATO GROSSO,SINOP,-54.37620325014447,-11.486711131875849
481,482,CEARÁ,SOBRAL,-40.356133105236985,-3.722972286173342
482,483,RIO GRANDE DO SUL,SOLEDADE,-52.596849990124035,-28.97305444789361
483,484,SAO PAULO,SOROCABA,-47.384802177316615,-23.419356979584336
484,485,PARAÍBA,SOUSA,-38.04377938208547,-6.7475962925057065
485,486,PERNAMBUCO,SUAPE,-35.086531699951664,-8.35900669484526
486,487,RORAIMA,SUDESTE DE RORAIMA,-60.191023155431786,0.639947876223344
487,488,GOIÁS,SUDOESTE DE GOIAS,-51.515815359572926,-17.726634748186672
488,489,SANTA CATARINA,SAO BENTO DO SUL,-49.35220230960038,-26.236350583827004
489,490,SAO PAULO,SAO CARLOS,-47.89766701940418,-21.999555953994246
490,491,PARÁ,SAO FELIX DO XINGU,-51.464613587275906,-6.927049382180619
491,492,RIO GRANDE DO SUL,SAO JERONIMO,-51.80774722166789,-29.996167767981515
